24.419642857 26.979166667 39.613095238 55.639880952 19.835936767 22.9693217 43.902453326 44.186837414 0
12.44047619 14.375 21.919642857 37.8125 5.8987709917 13.438877944 18.286659161 40.383947838 0
32.425595238 33.511904762 34.300595238 50.178571429 27.638263439 45.021929825 46.994324045 77.716131907 2
22.693452381 28.392857143 42.157738095 44.717261905 33.15812928 29.677033493 45.972183132 61.664086687 2
28.229166667 37.8125 41.056547619 70.952380952 27.638263439 44.417745567 65.475302561 64.217679895 1
16.056547619 20.119047619 38.020833333 39.94047619 8.4455624355 15.778450136 26.987170466 39.081996435 2
8.4970238095 16.488095238 28.705357143 40.833333333 4.8477812178 17.238718454 30.751008537 41.027066329 0
14.107142857 20.922619048 21.532738095 25.68452381 18.719626607 21.429894924 33.634135472 42.356342058 0
15.520833333 23.363095238 37.410714286 45.520833333 13.372033024 20.130054414 35.363308003 38.527652688 0
20.074404762 33.37797619 37.708333333 48.645833333 15.263744254 23.667675204 42.590299278 48.391382869 1
21.592261905 30.99702381 41.383928571 55 14.294492917 27.242236608 32.691739375 48.168683741 1
15.56547619 19.702380952 26.681547619 34.092261905 11.121939206 19.849305751 32.865536167 35.607116052 0
20.029761905 25.416666667 22.425595238 30.892857143 11.462848297 16.876231354 28.180645464 34.317947275 0
22.75297619 29.449404762 32.991071429 46.904761905 18.588985834 35.611689652 36.808800075 56.196289521 1
18.050595238 27.038690476 27.24702381 32.395833333 10.506965944 23.19155174 38.254174876 52.011797542 1
22.544642857 26.681547619 28.333333333 41.979166667 23.273290177 30.091823811 44.700956938 45.506262314 2
11.220238095 19.449404762 21.711309524 39.285714286 10.096631954 29.509334834 28.57561685 32.812412046 0
22.961309524 25.267857143 27.44047619 30.535714286 18.848156487 27.031499203 39.28358664 46.408668731 0
15.625 20.178571429 29.43452381 38.794642857 32.050028145 27.25877193 42.310136973 51.339243832 1
17.931547619 29.077380952 39.419642857 55.163690476 31.58821184 36.775260343 53.47206586 58.486373018 1
21.026785714 28.392857143 39.375 60.386904762 17.658316915 21.614011633 40.009029928 46.674523877 1
21.50297619 20.803571429 30 54.270833333 10.15010789 20.350642649 42.16507177 59.612064922 0
20.297619048 28.139880952 27.380952381 30.68452381 17.456257623 17.690214842 33.611502017 43.311168965 1
15.327380952 18.883928571 21.964285714 31.636904762 8.9026878694 20.442701004 33.852143728 40.278989586 0
15.639880952 14.479166667 16.666666667 27.291666667 12.249038371 19.697086969 27.706632892 39.144267755 0
25.818452381 35.208333333 45.416666667 66.517857143 35.246153485 36.783000281 56.250234544 68.579017731 1
24.836309524 30.863095238 47.544642857 56.696428571 24.853879351 42.84278544 62.884299653 64.0705038 2
28.571428571 34.31547619 44.017857143 62.232142857 32.283985364 46.193709541 44.056900272 61.132493667 2
21.071428571 25.089285714 40.178571429 56.145833333 28.57561685 40.033774275 48.430903462 57.310019702 2
17.157738095 20.625 34.836309524 37.886904762 13.303663571 22.805375739 36.420044094 62.199432405 2
27.55952381 33.645833333 51.071428571 64.270833333 25.163476874 37.928628389 47.424125152 54.395463927 1
27.827380952 37.87202381 36.547619048 50.848214286 20.093934703 31.780420302 51.33654658 60.03471245 1
18.601190476 32.604166667 39.270833333 54.866071429 21.981658692 40.854911343 48.496692936 49.515784783 0
19.032738095 32.276785714 37.5 49.166666667 18.460455953 26.564522938 51.853832442 50.903110048 1
19.255952381 31.443452381 34.568452381 34.300595238 14.795829815 29.303640116 44.551318135 48.890139788 0
20.029761905 19.925595238 28.020833333 34.136904762 21.380054414 23.578665916 33.166103762 52.040060043 0
19.43452381 29.375 45.803571429 61.369047619 18.072755418 21.241204616 39.118467961 54.62437846 0
15.476190476 24.151785714 31.473214286 44.538690476 23.294868187 32.877380617 48.314335303 67.893564124 2
12.842261905 19.285714286 25.089285714 32.55952381 22.101979548 29.126207899 52.468336617 68.384698377 0
19.955357143 36.294642857 35.446428571 48.333333333 20.315695656 30.043156018 51.058495168 58.872079932 0
6.5773809524 11.428571429 21.696428571 31.279761905 9.1993854958 24.959306689 36.17529787 45.436837414 0
17.87202381 25 34.092261905 43.035714286 24.648770992 36.643681396 39.222370766 54.290036589 1
20.491071429 27.24702381 34.880952381 49.806547619 20.719814241 36.488413547 46.831316259 63.105943334 1
23.69047619 24.375 31.473214286 42.5 22.17550896 26.705014542 48.789403321 54.353949714 0
8.7202380952 24.107142857 30.639880952 39.970238095 2.8624871001 9.3104418801 21.429894924 27.333708603 0
27.291666667 30.431547619 48.928571429 62.380952381 29.584388779 41.481142696 51.3011305 61.103644807 1
13.318452381 17.336309524 32.842261905 44.821428571 19.114011633 32.823318323 42.906581293 46.54493855 1
35.148809524 30.119047619 41.62202381 54.494047619 28.685031429 38.915353223 49.641382869 60.637841261 1
20.714285714 27.723214286 30.431547619 36.5625 18.42550896 22.979641617 35.376794258 43.404165494 2
12.380952381 19.196428571 24.74702381 30.639880952 19.548503612 29.770030022 44.057252087 57.186532508 0
23.482142857 34.404761905 40.208333333 48.943452381 24.683717985 39.995660944 48.400060981 68.240102261 1
16.577380952 20.967261905 29.181547619 35.25297619 7.2274603621 20.484332489 24.22917253 40.120672671 0
17.529761905 30.029761905 34.657738095 50.357142857 17.330776808 34.650178253 40.578736279 52.831879163 0
13.273809524 22.589285714 23.616071429 36.354166667 2.5215780092 10.497701473 28.205858899 31.181396003 0
26.101190476 34.717261905 52.708333333 54.598214286 31.82943991 37.427291491 44.710807768 60.923163524 1
13.020833333 15.758928571 24.732142857 22.738095238 6.4921662445 22.478891078 21.755910498 31.121821935 0
16.041666667 18.75 33.49702381 45.56547619 23.152969322 24.90430622 31.664321231 51.671826625 0
27.455357143 36.130952381 41.770833333 58.452380952 15.626231354 34.731447603 45.439886481 52.493550052 1
14.702380952 21.101190476 25.193452381 33.095238095 1.6885964912 19.476498733 34.293320199 36.176236045 0
31.324404762 36.979166667 42.827380952 55.967261905 23.493878413 37.039708228 52.661717797 56.255863589 2
18.452380952 26.413690476 29.6875 48.735119048 7.7421662445 17.270616381 35.685219064 36.719790787 1
10.550595238 13.214285714 25.625 34.092261905 9.2729149076 20.457594521 44.089150014 43.644338118 0
27.574404762 26.205357143 35.446428571 58.988095238 15.800028145 32.588305657 43.76313444 55.584365325 2
22.797619048 34.642857143 40.163690476 47.931547619 31.391195234 47.327493198 48.097734309 64.00365888 1
17.738095238 18.244047619 26.517857143 36.086309524 11.886551271 15.061684961 25.538746599 26.547166714 0
10.148809524 18.824404762 29.285714286 36.398809524 9.104747162 12.325147762 31.519842387 36.707477249 0
15.238095238 15.535714286 20.535714286 24.657738095 14.809198799 14.155643118 34.126207899 34.154001313 0
